kvknummer,sbicode,vestigingsnummer
41095003,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000057912750
41095003,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten (86.92.9),000051388774
41095453,Verpleeghuizen (87.10),000022446354
41095453,Verhuur van overige woonruimte (68.20.3),000022446354
41095453,Verhuur van onroerend goed (niet van woonruimte) (68.20.4),000022446354
41095453,Verzorgingshuizen (87.30.2),000022446354
41095453,Thuiszorg (88.10.1),000022446354
41095453,Verpleeghuizen (87.10),000050395734
41095510,Algemene ziekenhuizen (86.10.2),000033738262
41095510,Algemene ziekenhuizen (86.10.2),000033738270
41095510,Algemene ziekenhuizen (86.10.2),000033763461
41095513,Verzorgingshuizen (87.30.2),000026426269
41095513,Verzorgingshuizen (87.30.2),000051454386
41095513,Verzorgingshuizen (87.30.2),000023111410
41095513,Uitleenbureaus (78.20.2),000023111410
41095513,Thuiszorg (88.10.1),000023111410
41095513,Verpleeghuizen (87.10),000061032808
41095513,Verzorgingshuizen (87.30.2),000061032808
41095513,Verpleeghuizen (87.10),000052656438
41095513,Thuiszorg (88.10.1),000052656438
41095513,Verzorgingshuizen (87.30.2),000023111488
41095513,Verzorgingshuizen (87.30.2),000023111402
41095513,Verzorgingshuizen (87.30.2),000023111429
41095513,Verzorgingshuizen (87.30.2),000023111356
41095513,Verzorgingshuizen (87.30.2),000023111453
41095513,Verzorgingshuizen (87.30.2),000023111445
41095513,Verzorgingshuizen (87.30.2),000023111437
41095513,Verzorgingshuizen (87.30.2),000023111399
41095513,Verzorgingshuizen (87.30.2),000023111461
41095513,Verzorgingshuizen (87.30.2),000028419871
41095513,Verpleeghuizen (87.10),000061031089
41095513,Uitleenbureaus (78.20.2),000061031089
41095513,Verzorgingshuizen (87.30.2),000061031089
41095513,Thuiszorg (88.10.1),000061031089
41095513,Verzorgingshuizen (87.30.2),000023111380
41095516,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000025783645
41095516,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000025783866
41095516,Uitleenbureaus (78.20.2),000025783866
41095516,Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie) (86.22.1),000025783777
41095516,Uitleenbureaus (78.20.2),000025783777
41095652,Verzorgingshuizen (87.30.2),000022650008
41095652,Verzorgingshuizen (87.30.2),000022649891
41095652,Verzorgingshuizen (87.30.2),000022649468
41095652,Verzorgingshuizen (87.30.2),000022649263
41095652,Verzorgingshuizen (87.30.2),000057167877
41096968,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000053711300
41096968,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000053711858
41096968,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000053711947
41096968,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000053746562
41096968,Bedrijfsopleiding en -training (85.59.2),000053746562
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043199666
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059035935
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027642615
41096992,Arbobegeleiding en reïntegratie (86.92.2),000027642615
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850244
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059909757
41096992,Apotheken (47.73),000055090907
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059909730
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058900284
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058904085
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059036451
41096992,Verpleeghuizen (87.10),000061766062
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061765929
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850104
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058901361
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059035625
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043199658
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059731729
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058845550
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058845429
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058907297
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059037504
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058907440
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059909765
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059037784
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058906967
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059036753
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000043207294
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058906770
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000027642623
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059037644
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058907939
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058908617
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059037954
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059036699
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058864873
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059036303
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058905472
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058925481
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058905847
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058902791
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058898395
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058899731
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061766380
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058897984
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058907610
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058923764
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059909749
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059038039
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058926461
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058902279
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058923314
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058925813
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058845755
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058906568
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850694
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059036591
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058922709
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059909773
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850597
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850953
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059036214
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850902
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059035412
41096992,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058850058
41098093,Verzorgingshuizen (87.30.2),000022658777
41098093,Verzorgingshuizen (87.30.2),000022658750
41098093,Verzorgingshuizen (87.30.2),000022658742
41098093,Verzorgingshuizen (87.30.2),000022658769
41099111,Verzorgingshuizen (87.30.2),000021877483
41099316,Thuiszorg (88.10.1),000058574271
41099316,Thuiszorg (88.10.1),000058574557
41099316,Verzorgingshuizen (87.30.2),000022449027
41099316,Verpleeghuizen (87.10),000022449019
41099381,Verpleeghuizen (87.10),000023737387
41099381,Verzorgingshuizen (87.30.2),000023737395
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046977104
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047272163
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047021470
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061410527
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031087892
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000052940039
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000052940055
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000041835786
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000041835794
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047075716
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000041835735
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046980881
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047016426
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047084782
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047084790
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047084804
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000055881343
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046988726
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047276762
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047084847
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047021489
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049256440
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274700
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047084820
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046988661
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047271663
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047075724
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274751
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031087949
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047058978
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047058986
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047058994
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047058943
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047058951
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048334499
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047035684
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057514615
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047024119
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274581
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274263
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274352
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274441
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047273925
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274085
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047277041
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047274220
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047024186
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047075805
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058517146
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046976965
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046976973
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047016477
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047276606
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000030883644
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088869
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088877
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088885
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088893
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088907
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088915
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088923
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047088931
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000052940063
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000052940071
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047016507
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047021497
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047016531
41100695,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046988610
